file_name,d1p,d1v,d1p,d1v,d1p,d1v
bearing/train/section_00_source_train_normal_0063_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0064_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0065_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0066_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0067_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0068_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0069_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0070_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0071_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0072_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0073_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0074_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0075_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0076_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0077_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0078_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0079_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0080_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0081_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0082_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0083_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0084_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0085_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0086_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0087_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0088_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0089_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0090_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0091_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0092_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0093_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0094_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0095_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0096_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0097_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0098_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0099_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0100_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0101_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0102_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0103_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0104_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0105_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0106_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0107_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0108_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0109_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0110_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0111_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0112_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0113_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0114_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0115_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0116_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0117_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0118_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0119_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0120_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0121_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0122_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0123_pro_A_vel_12_loc_A.wav,pro,A,vel,12,loc,A
bearing/train/section_00_source_train_normal_0124_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0125_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0126_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0127_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0128_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0129_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0130_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0131_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0132_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0133_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0134_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0135_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0136_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0137_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0138_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0139_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0140_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0141_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0142_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0143_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0144_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0145_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0146_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0147_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0148_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0149_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0150_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0151_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0152_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0153_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0154_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0155_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0156_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0157_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0158_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0159_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0160_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0161_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0162_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0163_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0164_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0165_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0166_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0167_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0168_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0169_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0170_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0171_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0172_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0173_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0174_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0175_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0176_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0177_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0178_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0179_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0180_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0181_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0182_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0183_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0184_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0185_pro_A_vel_4_loc_B.wav,pro,A,vel,4,loc,B
bearing/train/section_00_source_train_normal_0186_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0187_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0188_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0189_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0190_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0191_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0192_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0193_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0194_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0195_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0196_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0197_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0198_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0199_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0200_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0201_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0202_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0203_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0204_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0205_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0206_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0207_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0208_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0209_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0210_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0211_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0212_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0213_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0214_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0215_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0216_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0217_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0218_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0219_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0220_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0221_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0222_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0223_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0224_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0225_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0226_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0227_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0228_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0229_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0230_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0231_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0232_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0233_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0234_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0235_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0236_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0237_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0238_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0239_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0240_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0241_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0242_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0243_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0244_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0245_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0246_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0247_pro_A_vel_12_loc_B.wav,pro,A,vel,12,loc,B
bearing/train/section_00_source_train_normal_0248_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0249_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0250_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0251_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0252_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0253_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0254_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0255_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0256_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0257_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0258_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0259_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0260_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0261_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0262_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
bearing/train/section_00_source_train_normal_0263_pro_A_vel_4_loc_C.wav,pro,A,vel,4,loc,C
